,category,titles,pageids
917,People & Society>Social Issues & Advocacy>Work & Labor Issues>Unions & Labor Movement,"['Labour law', 'Labour', 'Social Movement Unionism', 'Labour council', 'Independent Labour Party', 'Ceylon Federation of Labour', 'Labour voucher', 'Freedom of movement', 'New Labour', 'International labour law', 'Labour power', 'Child labour', 'Economic union', 'History of the cooperative movement', 'Labour Behind the Label', 'Labour Electoral Association', 'Icelandic independence movement', 'LabourStart', 'National Executive Committee', 'Global Labour University']","['3535285', '101942', '19804420', '1270497', '17686260', '7405764', '23096439', '239528', '37291851', '18325', '378890', '4870492', '35470820', '1999242', '18657', '859784', '8562743', '343817', '207372', '3416760']"
918,People & Society>Social Sciences,"['Social science', 'Philosophy of social science', 'Social science fiction', 'Social Sciences Citation Index', 'Bachelor of Social Science', 'Social Science Research Network', 'Social Science History', 'Computational social science', 'Mathematical Social Sciences', 'Open and closed systems in social science', 'Environmental social science', 'Social statistics', 'Social history', 'Society for Social Studies of Science', 'Social research', 'Social relation', 'Social complexity', 'Dietrich College of Humanities and Social Sciences', 'Social theory', 'Social Science Computer Review']","['16920054', '40077102', '1768410', '24842835', '36235262', '22538656', '1598092', '33775808', '28681785', '1393991', '6853403', '984629', '222291', '1967785', '373212', '26781', '2102985', '285943', '317633', '10236735']"
919,People & Society>Social Sciences>Communications & Media Studies,"['Mass communication', 'Communication', 'Communication theory', 'Intercultural communication', 'Outline of communication', 'Media studies', 'Medium theory', 'Graphic communication', 'Interpersonal communication', 'Visual communication', 'History of communication studies', 'Nonviolent Communication', 'Communication design', 'Development communication', 'Media naturalness theory', 'Media ecology', 'Data storage', 'Emotions in virtual communication', 'Center for Global Communication Studies', 'Communication for social change']","['32726539', '5177', '1233304', '33327183', '248810', '28174', '579403', '37606777', '13156564', '35040464', '861492', '28565245', '1605735', '270468', '19391912', '19552', '9771653', '627496', '18934741', '669120']"
920,People & Society>Social Sciences>Communications & Media Studies>Public Speaking,"['Public speaking', 'Public Speaking and Influencing Men in Business', 'Speaking fee', 'Impromptu speaking', 'Public forum debate', 'Public morality', 'Speaking Circles', 'Oratory', 'Public diplomacy', 'Public service announcement', 'Soapbox', 'Toastmasters International', 'International Public Debate Association', 'Public sphere', 'Speakers bureau', 'Public key fingerprint', 'Specific social phobia', 'Public debate', 'University of Pittsburgh Graduate School of Public and International Affairs', 'Public Auditorium']","['1877544', '4155822', '350407', '3050653', '4271166', '13232130', '410685', '980394', '7943312', '3076576', '267824', '25084', '510016', '1545862', '31121640', '18629818', '1405984', '14238471', '70929', '8509449']"
921,People & Society>Social Sciences>Demographics,"['Demographic transition', 'Demographic analysis', 'Demographic threat', 'Demographic window', 'Demographic economics', 'Demographic marketer', 'Demographic statistics', 'Demographic momentum', 'Demographics of the Palestinian territories', 'Medieval demography', 'Historical demography', 'Classical demography', 'Demography of London', 'Demographic trap', 'Divorce demography', 'Key demographic', 'Demographic history of Transnistria', 'Income and fertility', 'Demographic history of Belgrade']","['4379785', '13358658', '20226904', '4001841', '8787180', '11607980', '11198203', '8189', '11218129', '231079', '3200210', '4094135', '5104418', '4972737', '7149734', '10817881', '8497211', '37998277', '1442402']"
922,People & Society>Social Sciences>Economics,"['Philosophy and economics', 'Law and economics', 'Agricultural economics', 'Bachelor of Economics', 'Health economics', 'Marxian economics', 'Development economics', 'Business economics', 'Neoclassical economics', 'Classical economics', 'Public economics', 'Ecological economics', 'Demographic economics', 'Behavioral economics', 'Institutional economics', 'Feminist economics', 'Chicago school of economics', 'Information economics', 'Environmental economics', 'Computational economics']","['733141', '4337860', '177698', '8613151', '417454', '227141', '1420447', '20226904', '210183', '177694', '47763', '177765', '265753', '1409855', '859910', '298070', '42824033', '21634', '1674993', '18532781']"
923,People & Society>Social Sciences>International Relations,"['Binary relation', 'International Meteor Organization', 'Johann Carolus', 'International Organization for Standardization', 'Pilgrimage diplomacy', 'Amnesty International', 'Chicago Convention on International Civil Aviation', 'International Studies Journal', 'Customary international humanitarian law', 'International Academy of Astronautics', 'International Linguistics Olympiad', 'University of International and Public Relations Prague', 'International humanitarian law', 'Logical consequence', 'International labor standards', 'International Association of Sports Law', 'The International Records Management Trust', 'Global College International', 'International Fixed Calendar', 'Marxist international relations theory']","['18947898', '3931', '1024308', '35537470', '47612314', '5640397', '18617003', '23698', '6635023', '1264207', '14934', '29505929', '1093604', '1786114', '5191258', '37531624', '3690512', '35422607', '25890341', '22405721']"
924,People & Society>Social Sciences>Psychology,"['Psychology', 'Sport psychology', 'Positive psychology', 'Cognitive psychology', 'Outline of psychology', 'Legal psychology', 'Military psychology', 'Community psychology', 'Educational psychology', 'Medical psychology', 'History of psychology', 'Forensic psychology', 'Folk psychology', 'Differential psychology', 'Environmental psychology', 'Popular psychology', 'Systems psychology', 'Developmental psychology', 'Experimental psychology', 'Clinical psychology']","['492271', '5961', '661270', '9014', '15447', '10332', '1639997', '364299', '361953', '475037', '1573230', '866993', '20357', '15059413', '3401245', '149969', '179948', '22921', '25688228', '16700882']"
925,People & Society>Subcultures & Niche Interests,"['Heavy metal subculture', 'Vampire lifestyle', 'Encyclopedia Dramatica', 'Hacker', 'Fantasy', 'Hippie', 'Queercore', 'Dominance and submission', 'Vaporwave', 'Demoparty', 'Steampunk', 'Cult film', 'Riot grrrl', 'LGBT culture', 'Dieselboy', 'Bulletin board system', 'Filk music', 'Soska sisters', 'PC Music', 'Minimal wave']","['3430', '5645', '1523375', '971622', '1343957', '21320889', '23534170', '10685', '13533', '39762173', '47646', '1457022', '25084057', '43813490', '316000', '33599991', '32595745', '27684', '540692', '41884523']"
926,People & Society>Subcultures & Niche Interests>Goth Subculture,"['Goth subculture', 'Goth Cruise', 'Cybergoth', 'Vampire lifestyle', 'Gothic fashion', 'Whitby Goth Weekend', 'Youth subculture', 'Subculture', 'Dark culture', 'Nose chain', 'Wednesday Mourning', 'Poseur', 'The Ungroundable', 'Phantasy Theater', 'Kill Your Pet Puppy', 'Neck corset', 'Electrowerkz', 'Liberty spikes', 'Darkness in music', 'Mick Mercer']","['1220735', '4083681', '6495700', '40152618', '23095170', '12905', '126845', '1958116', '1778238', '1623342', '9625345', '16889622', '49945950', '18400571', '150349', '20453782', '540692', '50426253', '424914', '3208697']"
927,People & Society>Subcultures & Niche Interests>Science Fiction & Fantasy,"['Science fantasy', 'Science fiction', 'Association of Science Fiction and Fantasy Artists', 'Museum of Pop Culture', 'Fantasy', 'Sex and sexuality in speculative fiction', 'Comic science fiction', 'Fantasy fiction magazine', 'Science Fiction Studies', 'Black science fiction', 'Fantasy literature', 'Science Fiction Fantasy Short Film Festival', 'Definitions of science fiction', 'Science fiction on television', 'Bengali science fiction', 'Social science fiction', 'Speculative fiction', 'History of science fiction', 'Feminist science fiction', 'Science fiction convention']","['3392158', '5783841', '11228343', '66047', '8239833', '23534170', '2722014', '978740', '11257', '3387802', '102346', '25560111', '3057610', '300649', '26787', '395191', '27608', '106004', '2102985', '155690']"
928,People & Society>Women's Interests,"['Public interest law', 'Insurable interest', 'Association for Intercollegiate Athletics for Women', 'Women in the workforce', 'Copa Libertadores Femenina', 'Advocacy group', 'Women in STEM fields', 'National Woman Suffrage Association', 'Women in philosophy', 'Sexual attraction', 'Feminism', 'Female sexual arousal disorder', 'Women in science', 'Women in Judaism', 'Herizons', 'Rugby World Cup Sevens', 'Women of the World Festival', 'Boston College Eagles', 'Women in Islam', 'WAVES']","['26561880', '594527', '2544616', '23828221', '1988622', '11185', '45620075', '4321381', '228921', '35391721', '1748593', '211430', '1399502', '4724183', '26204', '36487460', '5694046', '3135183', '14433622', '45616268']"
929,Pets & Animals,"['Pet passport', 'Pet cemetery', 'Exotic pet', 'Pet store', 'Pet psychic', 'Animal loss', 'Animal fancy', 'Digital pet', 'Animal hoarding', 'Pet food', 'Pet sitting', 'Abandoned pets', 'PetSmart', 'Animal roleplay', 'Animal law', 'Animal show', 'Emotional support animal', 'Exotic animal veterinarian', 'Pet Supplies Plus', 'Wonder Pets']","['23887081', '30873441', '548483', '4626750', '5160376', '3114847', '1676359', '242602', '14913778', '1730394', '30873505', '2395054', '6290962', '860418', '3884731', '1033182', '21517214', '3087422', '1478112', '4483660']"
930,Pets & Animals>Animal Products & Services,"['Animal fat', 'Working animal', 'Animal husbandry', 'Animal testing', 'Humane Party', 'Animal efficacy rule', 'Cruelty to animals', 'Animal drug', 'Ecosystem services', 'Animal euthanasia', 'Animal law', 'National Office of Animal Health', 'Laboratory animal sources', 'Concentrated animal feeding operation', 'UNSPSC', 'Alternatives to animal testing', 'Food Safety and Inspection Service', 'Livestock', 'Intermediate agricultural product', 'Animal slaughter']","['8077127', '23589493', '24461363', '631308', '188557', '219640', '4626750', '9585510', '175596', '1672551', '683092', '1855357', '30876806', '49656409', '23658107', '14690411', '25160767', '30545167', '1300070', '2729585']"
931,Pets & Animals>Animal Products & Services>Animal Welfare,"['Animal welfare', 'International Fund for Animal Welfare', 'Universities Federation for Animal Welfare', 'Office of Laboratory Animal Welfare', 'Animal welfare science', 'Cruelty to animals', 'Timeline of animal welfare and rights in Europe', 'Animal Welfare Labelling', 'Universal Declaration on Animal Welfare', 'Animal ethics', 'Animal treatment in rodeo', 'Wild animal suffering', 'National Office of Animal Health', 'Pain in animals', 'Understanding Animal Research', 'Animal show', 'Remote control animal', 'Animal husbandry', 'Animal advocacy', 'Animal love']","['35193575', '26487934', '14800516', '219640', '24997608', '1676359', '21981132', '174438', '33679775', '683092', '3854443', '30545167', '1780775', '24261150', '2515883', '50415487', '21496371', '18731024', '41523134', '38680789']"
932,Pets & Animals>Animal Products & Services>Pet Food & Supplies,"['Pet Supplies Plus', 'Pet', 'Cat food', 'Petting zoo', 'Pet passport', 'Food safety', 'FDA Food Safety Modernization Act', 'Aquarium fish feed', 'Freshpet', 'Crickets as pets', 'Fancy mouse', 'Domestic rabbit', 'Riceland Foods', 'VetUK', 'Bottled water', 'Wildlife smuggling', 'Plastic bottle', 'Homopus solus', 'Animal hoarding', 'Malapterurus electricus']","['548483', '3138041', '402923', '1132820', '28819243', '1982124', '29072952', '2361916', '8053588', '11278585', '12507579', '2234383', '25079', '6290962', '1033182', '483292', '11614796', '3287732', '42709309', '26238888']"
933,Pets & Animals>Animal Products & Services>Veterinarians,"['Exotic animal veterinarian', 'Avian veterinarian', 'Federation of Veterinarians of Europe', 'Veterinary specialties', 'Otitis externa in animals', 'Serce matki', 'Pinioning', 'Bog spavin', 'Mahalingam', 'Veterinary pharmacist', 'Civic action program', 'Unnecessary Fuss', 'Bovine prolapsed uterus', 'Vetting', 'Difloxacin', 'Milwaukee Career College', 'Clinician', 'Liran Kohner', 'Vet Emergency 2', 'Patient']","['317511', '2039084', '23611672', '19836999', '20612001', '17641411', '1730394', '35182708', '14869510', '27022169', '35483947', '6589243', '437724', '2674972', '38607970', '4204718', '5343031', '10394247', '2099984', '5878091']"
934,Pets & Animals>Pets,"['Digital pet', 'Pet food', 'Pet store', 'Pet door', 'Pet peeve', 'Exotic pet', 'Pet passport', 'Pet cemetery', 'Pet sitting', 'Pocket pet', 'Skunks as pets', 'Pet insurance', 'Pillow Pets', 'Pet first aid', 'BoPET', 'Pet psychic', 'Pet recovery service', 'Positron emission tomography', 'Pet Force', 'Pet Sounds Studio']","['172928', '242602', '30873505', '11175159', '11457418', '860418', '3276454', '20991027', '3884731', '3469437', '1033182', '901369', '21517214', '23199107', '3087422', '1478112', '30889194', '2007884', '24032', '1220353']"
935,Pets & Animals>Pets>Birds,"['Bird vocalization', 'Bird migration', 'Bird ringing', 'Bird flight', 'Bird of prey', 'Drinking bird', 'Bird trapping', 'Elephant bird', 'Bird food', 'Bird feeder', 'Origin of birds', 'Talking bird', 'Bird vision', 'Bird reserve', 'Water bird', 'Bird egg', 'Bird anatomy', 'Bird hybrid', 'Bird observatory', 'Bird conservation']","['5579717', '10319545', '12777655', '633365', '1837609', '5741219', '3796486', '201943', '723135', '54445', '3276090', '361216', '28363272', '18416476', '369978', '2189384', '325880', '6763404', '8835741', '12306505']"
936,Pets & Animals>Pets>Cats,"['Cat', 'Feral cat', 'Siamese cat', 'Black cat', 'Cat meat', 'Cat coat genetics', 'Tortoiseshell cat', 'Cat behavior', 'Bicolor cat', 'Cat anatomy', 'Cat gap', 'Sand cat', 'Cat communication', 'Himalayan cat', 'Cat lady', 'Puppy cat', 'Tabby cat', 'Big cat', 'Cat intelligence', 'Polydactyl cat']","['63896', '165456', '808418', '6678', '1519473', '8595464', '583254', '5741167', '20355828', '6648008', '24727796', '5625640', '895672', '146031', '3176986', '47189019', '272906', '63087', '6412655', '24997985']"
937,Pets & Animals>Pets>Dogs,"['Dog', 'Difference of Gaussians', 'Dog breed', 'Dog walking', 'Dog meat', 'Dog fighting', 'Dog park', 'Dog bite', 'Herding dog', 'Dog training', 'Dog crossbreed', 'Dog food', 'Toy dog', 'Dog communication', 'Origin of the domestic dog', 'Guard dog', 'Beware of the dog', 'Working dog', 'Purebred dog', 'Danger dog']","['23647661', '1652849', '3334943', '4269567', '3304092', '79676', '1044754', '825162', '305835', '236573', '3279728', '761404', '1225841', '12489103', '1116804', '514072', '5141410', '17565696', '731386', '491819']"
938,Pets & Animals>Pets>Exotic Pets,"['Exotic pet', 'Exotic', 'Exotic felines as pets', 'Exotic animal veterinarian', 'Abandoned pets', 'Frogs in captivity', 'Skunks as pets', 'Live food', 'Pet insurance', 'Exotic Erotic Ball', 'Petting zoo', 'Inverse', 'Captive Animals Protection Society', 'Hadogenes troglodytes', 'Elephant trunk snake', 'African pygmy mouse', 'Wild Things Zoofari', 'Animal fancy', 'Veterinary anesthesia', 'Eudicella gralli']","['23887081', '38044211', '30873441', '16220258', '21346241', '26996431', '1595270', '7218647', '1730394', '51511707', '30873505', '40913626', '20832766', '193958', '5709360', '3469437', '483292', '1220353', '12623169', '5008012']"
939,Pets & Animals>Pets>Fish & Aquaria,"['Aquarium fish clubs', 'Freshwater aquarium', 'Aquarium fish feed', 'Fishkeeping', 'Cold Spring Harbor Fish Hatchery and Aquarium', 'Disease in ornamental fish', 'Painted fish', 'Aquarium fish feeder', 'Osaka Aquarium Kaiyukan', 'Aquarium of the Americas', 'Community aquarium', 'Aquarium fishery', 'Woods Hole Science Aquarium', 'Gdynia Aquarium', 'Tropical fish', 'Philadelphia Aquarium', 'Siamese fighting fish', 'Fish diseases and parasites', 'Reef aquarium', 'Aquarium lighting']","['9719511', '3138041', '11161239', '45413337', '12420585', '2732611', '54111721', '2710603', '6769992', '23853072', '3081088', '11329424', '33287954', '466728', '1381787', '7048232', '1158823', '2599233', '1833705', '52709146']"
940,Pets & Animals>Pets>Horses,"['Horse', 'Horse training', 'Feral horse', 'Horse gait', 'Horse show', 'Horse tack', 'Horse care', 'Domestication of the horse', 'Evolution of the horse', 'Sport horse', 'Horses in warfare', 'Horse theft', 'Horse behavior', 'Horse worship', 'Wild horse', 'Shire horse', 'Riderless horse', 'Master of the Horse', 'Pinto horse', 'White horse']","['53543', '10490785', '5390350', '13645', '5596641', '2957741', '293439', '760753', '14215', '11932351', '2824795', '3326668', '7783929', '1000214', '2300415', '723789', '928871', '6917805', '908677', '3323760']"
941,Pets & Animals>Pets>Rabbits & Rodents,"['Rabbit', 'Rodent', 'Domestic rabbit', 'Chinchilla rabbit', 'Volcano rabbit', 'The Story of a Fierce Bad Rabbit', 'Leporidae', 'Animal testing on rodents', 'Andalusian Hound Maneto', 'Chacoan mara', 'Tooth', 'Obligate nasal breathing', 'Pox', 'The Busy Barber', 'Cecotrope', 'Notostylops', 'Taenia pisiformis', 'Hindgut fermentation', 'Potoroidae', 'Monogastric']","['48995420', '12878832', '3604676', '3907702', '4791850', '1982124', '33807629', '185984', '1207755', '5669125', '27806281', '308189', '340592', '26573', '19337310', '2211288', '33182886', '9367398', '25631460', '4733563']"
942,Pets & Animals>Pets>Reptiles & Amphibians,"['Reptile', 'Herpetoculture', 'Amphibians and reptiles of Yellowstone National Park', 'Labyrinthodontia', 'Herpetology', 'Evolution of reptiles', 'Tenebrio obscurus', 'HerpMapper', 'Poisonous amphibian', 'Zoological medicine', 'Prehistoric reptile', 'Opisthodontosaurus', 'Westlothiana', 'Gap Analysis Program', 'Diadectomorpha', 'Captorhinidae', 'Bond Swamp National Wildlife Refuge', 'Squamata', 'Anthracosauria', 'Live food']","['26029613', '2154197', '24670716', '4071551', '2230715', '30600763', '25567857', '48443254', '88737', '142425', '1227129', '5709360', '47588229', '30973438', '2010309', '25409', '305742', '2404518', '4955802', '4237506']"
943,Pets & Animals>Wildlife,"['Wildlife', 'Wildlife refuge', 'Wildlife trade', 'Wildlife rehabilitation', 'Wildlife management', 'Wildlife crossing', 'Wildlife conservation', 'Wildlife biologist', 'Wildlife Photographer of the Year', 'Wildlife photography', 'Kuno Wildlife Sanctuary', 'Wildlife tourism', 'Herts and Middlesex Wildlife Trust', 'Wildlife Aid Foundation', 'Chapramari Wildlife Sanctuary', 'Pobitora Wildlife Sanctuary', 'Bumdeling Wildlife Sanctuary', 'Wildlife Services', 'Wildlife observation', 'College of African Wildlife Management']","['31300410', '7348400', '3732204', '22022482', '8697282', '12084542', '144219', '20821820', '22257904', '20747974', '5419732', '1765998', '1232411', '2603115', '13984801', '3957571', '684137', '6018662', '5884206', '9950728']"
944,Real Estate,"['Real estate', 'Graduate real estate education', 'Real estate broker', 'Real estate investing', 'Real estate development', 'Real estate contract', 'Poly Real Estate', 'Real estate entrepreneur', 'Healthcare real estate', 'Real estate bubble', 'Real estate economics', 'Real Estate Transaction Standard', 'Real estate in the United Kingdom', 'Private equity real estate', 'Real estate trends', 'Real estate appraisal', 'AG Real Estate', 'Creative real estate investing', 'Ottawa Real Estate Board', 'Institute of Real Estate Management']","['40837867', '4520722', '25494160', '20395391', '8124967', '23731954', '17620982', '16160560', '11851994', '47707435', '871336', '440273', '1972328', '1056688', '23572959', '1327762', '4529662', '38906935', '5336925', '9689674']"
945,Real Estate>Apartments & Residential Rentals,"['Apartment', 'Vacation rental', 'Apartment hotel', 'National Apartment Association', 'Grove Pointe', 'Residential Architecture in Historic Cairo', 'Rent regulation in Canada', 'Real estate in South Korea', 'McLean Gardens', 'Park Plaza Condominiums', 'Chestnut Hill Realty', 'Revenue house', 'Landlord', 'Alban Towers', 'Peoples Trust', 'The Shoreham', 'Housing in Hong Kong', 'Coast at Lakeshore East', '302 West 12th Street', 'Condominium conversion']","['31473228', '1799114', '265567', '5837055', '35230030', '36031103', '5460845', '43706131', '23908541', '538368', '8418468', '25480909', '16205933', '39440559', '5112281', '41258059', '50881704', '45327595', '15730187', '1822425']"
946,Real Estate>Bank-Owned & Foreclosed Properties,"['Real estate owned', 'Foreclosure', 'Occupy Homes', 'Real estate investing', 'South African property law', 'Project No One Leaves', 'Foreclosure Stripping', 'Equity stripping', 'American Tax Funding', 'Mortgage loan', 'Rhode Island banking crisis', 'Commercial mortgage', 'Mortgage Electronic Registration Systems', 'Land banking', 'House price index', 'Tax sale', 'Creative real estate investing', 'Nonrecourse debt', 'Mortgage servicer', 'Mortgage discrimination']","['36081249', '3116386', '4520722', '6229781', '595535', '25360738', '6771189', '7710343', '22618961', '8727347', '8449731', '24480782', '2844943', '33954799', '31303520', '5336925', '7671062', '54464985', '32080935', '8134295']"
947,Real Estate>Commercial & Investment Real Estate,"['Real estate investment club', 'Commercial property', 'Real estate investing', 'CCIM', 'Private equity real estate', 'Graduate real estate education', 'Real estate economics', 'International real estate', 'Index of real estate articles', 'Australian real estate investment trust', 'Real estate entrepreneur', 'US Commercial Real Estate Index', 'Real estate development', 'Real estate', 'Real estate broker', 'Real Estate Board of Greater Vancouver', 'Institute of Real Estate Management', 'Real estate appraisal', 'AG Real Estate', 'Healthcare real estate']","['40837867', '7849287', '2728491', '3481010', '25494160', '20395391', '273204', '8124967', '14599502', '16160560', '10512587', '47707435', '871336', '440273', '23572959', '1327762', '4529662', '5336925', '17432703', '47182638']"
948,Real Estate>Property Development,"['Real estate development', 'Rivers State Housing and Property Development Authority', 'China Aoyuan Property', 'Intellectual property', 'Hutchison Whampoa Property', 'Property management', 'Property', 'Hopson Development', 'China SCE Property', 'Private property', 'World Intellectual Property Organization', 'Century Properties', 'KWG Property', 'Areeya Property', 'Property law', 'City of Toronto Heritage Property Inventory', 'Harbour Centre Development', 'Poly Property', 'Property Week', 'New South Wales Land and Property Information']","['48185238', '32419026', '17954522', '26811048', '37062586', '22532559', '16724862', '22522488', '14724', '18580241', '25891153', '26331503', '147767', '23626', '14687962', '24647', '1233733', '23572959', '46779143', '33294']"
949,Real Estate>Property Inspections & Appraisals,"['Real estate appraisal', 'Home inspection', 'Building inspection', 'Uniform Residential Appraisal Report', 'Extraordinary assumptions and hypothetical conditions', 'Flipping', 'Closing costs', 'Nippon Kaiji Kyokai', 'Dekra', 'FM Global', 'Real estate transaction', 'Chamber of Commerce and Industry of the Russian Federation', 'Construction loan', 'Conveyancing', 'Real estate investing', 'Seller financing', 'Appraiser', 'Tamil Nadu Police', 'Chartered Surveyor', 'Harrow Green']","['2890325', '6144367', '25928461', '12639696', '2424508', '8408885', '230699', '27806651', '24627533', '3708740', '2426307', '34485296', '5152971', '6022551', '871336', '5336925', '15204740', '16951404', '2386648', '10897155']"
950,Real Estate>Property Management,"['Property management', 'Federal Agency for State Property Management', 'Facility management', 'Property management system', 'New South Wales Land and Property Information', 'Real property administrator', 'Intellectual property', 'Comparison of property management software', 'Property manager', 'MTR Properties', 'National Property Board of Sweden', 'Strata management', 'Building management', 'Asset management', 'Property law', 'Commercial property', 'Century Properties', 'Natural resource management', 'Management system', 'Title 41 of the Code of Federal Regulations']","['6570919', '16708765', '32419026', '3481010', '40682044', '474315', '8904696', '14724', '1095040', '221362', '43360333', '10432412', '25891153', '24647', '1233733', '12374239', '1393302', '11053564', '23673038', '26419770']"
951,Real Estate>Real Estate Agencies,"['Law of agency', 'Real Estate Regulatory Agency', 'Real estate broker', 'Real estate investment club', 'Real estate trends', 'Estate agent', 'Real estate investing', 'California Bureau of Real Estate', 'Real estate economics', 'California Bureau of Real Estate Appraisers', 'Real estate appraisal', 'Centaline Property Agency', 'Norwegian Defence Estates Agency', 'Public Sector Real Estate', 'California Government Operations Agency', 'Property management', 'Real estate in Italy', 'Buyer brokerage', 'Housing estate', 'Government agencies in Iceland']","['5841668', '33995319', '38324464', '42215109', '2860279', '475027', '32106147', '300425', '489670', '17211640', '1233733', '29768413', '23605355', '871336', '440273', '1327762', '44735703', '5336925', '17432703', '9689674']"
952,Real Estate>Real Estate Listings,"['Real estate broker', 'Graduate real estate education', 'Canadian Real Estate Association', 'Real estate investing', 'Real estate contract', 'Real estate trends', 'Real Estate Transaction Standard', 'Poly Real Estate', 'Real estate development', 'Real estate economics', 'Real estate entrepreneur', 'Real estate bubble', 'Healthcare real estate', 'AG Real Estate', 'Private equity real estate', 'Real estate appraisal', 'Internet real estate', 'Institute of Real Estate Management', 'Creative real estate investing', 'Real Estate Regulatory Agency']","['40837867', '7095964', '4520722', '25494160', '20395391', '8124967', '8454183', '17620982', '16160560', '23605355', '11851994', '871336', '440273', '1972328', '1056688', '23572959', '1327762', '4529662', '5336925', '9689674']"
953,Real Estate>Timeshares & Vacation Properties,"['Timeshare', 'Marriott Vacation Club', 'Vacation rental', 'Hilton Grand Vacations Club', 'Holiday cottage', 'Aulani', 'Timeshare donation', 'Vacation Village', 'Trading Places International', 'Resort', 'The Grandview at Las Vegas', 'Fractional ownership', 'Fractional financing', 'Seascape Beach Resort', 'Magic Holidays', 'Destination club', 'Secondary market', 'Hotel', 'Hilton Worldwide', 'Hyatt']","['25869639', '3048251', '8524742', '2943480', '53577813', '92831', '1565907', '14276', '345878', '41647505', '4514397', '471772', '43495049', '1177329', '51237314', '642105', '33261472', '9181761', '46825409', '1822425']"
954,Reference,"['Reference', 'Frame of reference', 'Reference work', 'Digital reference', 'Reference range', 'Grid reference', 'Ideas of reference and delusions of reference', 'Circular reference', 'Inertial frame of reference', 'Mars Design Reference Mission', 'Reference counting', 'Reference desk', 'Reference card', 'Rotating reference frame', 'Reference management software', 'Reference implementation', 'Numeric character reference', 'Reference point', 'Reference model', 'Terms of reference']","['744504', '1902180', '74263', '227280', '186228', '14838', '19285546', '839715', '20110874', '4238168', '26490', '17892', '29051386', '454843', '4696265', '23559852', '231442', '25727', '1209823', '7146530']"
955,Reference>Directories & Listings,"['Web directory', 'Telephone directory', 'Directory assistance', 'Hidden file and hidden directory', 'Free Software Directory', 'Directory service', 'DMOZ', 'Reverse telephone directory', 'Best of the Web Directory', 'Avicenna Directories', 'IBM Tivoli Directory Server', 'Google Directory', 'Webserver directory index', 'Directory traversal attack', 'Clerical Guide or Ecclesiastical Directory', 'Shopping directory', 'Lightweight Directory Access Protocol', 'Mandriva Directory Server', 'Open Directory License', 'World Directory of Medical Schools']","['17033652', '3377555', '34261059', '18949501', '449894', '334641', '2324396', '2920561', '1520173', '5842202', '3396530', '18508', '18505731', '156460', '5279920', '13329709', '162263', '142799', '20646122', '44286728']"
956,Reference>Directories & Listings>Business & Personal Listings,"['Personal development', 'Personal computer', 'Personal web page', 'Stanford Graduate School of Business', 'Personal digital assistant', 'Business magnate', 'Electronic business', 'Personal Communications Service', 'Family business', 'Personal air vehicle', 'Business plan', 'Master of Business Administration', 'Personal rapid transit', 'Harvard Business School', 'Personal water craft', 'Business networking', 'Personal carbon trading', 'IBM Personal Computer', 'Personally identifiable information', 'Influence of the IBM PC on the personal computer market']","['416486', '9156469', '39864', '264466', '1467641', '18998741', '15032', '14018049', '47293', '24808', '6262308', '5869611', '18457137', '8068094', '23304', '50568', '338314', '2292485', '1845896', '452927']"
957,Reference>General Reference,"['Reference range', 'Frame of reference', 'Inertial frame of reference', 'Rotating reference frame', 'Digital reference', 'Reference desk', 'Terms of reference', 'Mars Design Reference Mission', 'Reference counting', 'Reference implementation', 'International Terrestrial Reference System', 'General surgery', 'Direct reference theory', 'Reference genes', 'Comparison of reference management software', 'General officer', 'Population Reference Bureau', 'Lieutenant general', 'Brigadier general', 'General election']","['206220', '9922495', '1902180', '2214599', '74263', '12795', '148537', '12545', '14838', '859683', '201916', '19285546', '7905934', '26490', '17892', '45458955', '29051386', '231442', '1209823', '7146530']"
958,Reference>General Reference>Biographies & Quotations,"['Quotation mark', 'Biography', 'Prophetic biography', 'The Land of Lost Content', 'The Friends of Voltaire', 'Bergen Evans', 'Civics', 'Shenxian zhuan', 'Hieronymus of Rhodes', 'Iqbal Sacranie', 'Aristippus', 'Apollodorus the Epicurean', 'Mata Amritanandamayi', 'Diederich Franz Leonhard von Schlechtendal', 'Aegimius', 'Index of literature articles', 'Stepas Butautas', 'All You Zombies', 'Polyaenus', 'Leopold Infeld']","['77679', '59806', '13926070', '252342', '12826518', '7370562', '178647', '1266360', '13534693', '657868', '2227351', '1018102', '297723', '2431995', '173708', '7468179', '28173758', '11842529', '16108787', '38959554']"
959,Reference>General Reference>Calculators & Reference Tools,"['Graphing calculator', 'Software calculator', 'Programmable calculator', 'Calculator input methods', 'Scientific calculator', 'Medical calculator', 'Machine tool', 'Kdeutils', 'Microsoft PowerToys', 'Mobile game', 'Blue Marble Geographics', 'Apache Axis', 'Automatic parallelization tool', 'Numerical control', 'Speed square', 'Fundamentals of Engineering Examination', 'Cemetech', 'E6B', 'Retirement', 'Speeds and feeds']","['1888026', '31940258', '30714362', '1964121', '31290307', '1599627', '350401', '335004', '9482820', '191490', '10806161', '9754675', '1133784', '693342', '3695788', '26495', '439711', '17056775', '30874457', '1527151']"
